Tipo aloxamento,Ano,Establecementos,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,1,,,
,2019,2,,,
,2020,2,,,
,2021,4,,,
,2022,4,,,
27057,Sarria,,,,
Hoteis,,,,,
,2003,4,SSARRIA,27057,
,2004,4,,,
,2005,4,,,
,2006,4,,,
,2007,4,,,
,2008,4,,,
,2009,4,,,
,2010,5,,,
,2011,5,,,
,2012,5,,,
,2013,5,,,
,2017,5,,,
,2018,5,,,
,2019,6,,,
,2020,6,,,
,2021,6,,,
,2022,5,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,16,,,
,2010,19,,,
,2011,20,,,
,2012,27,,,
,2013,14,,,
,2017,21,,,
,2018,24,,,
,2019,26,,,
,2020,30,,,
,2021,30,,,
,2022,32,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,15,,,
,2013,18,,,
,2017,28,,,
,2018,27,,,
,2019,27,,,
,2020,28,,,
,2021,28,,,
,2022,27,,,
Turismo rural,,,,,
,2003,4,,,
,2004,4,,,
,2005,4,,,
,2006,4,,,
,2007,4,,,
,2008,4,,,
,2009,4,,,
,2010,4,,,
,2011,4,,,
,2012,4,,,
,2013,4,,,
,2017,4,,,
,2018,4,,,
,2019,4,,,
,2020,4,,,
,2021,4,,,
,2022,4,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,1,,,
,2017,0,,,
,2018,0,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,3,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,12,,,
,2019,22,,,
,2020,38,,,
,2021,53,,,
,2022,61,,,
27062,Triacastela,,,,
Hoteis,,,,,
,2003,0,TRICASTELA,27062,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,1,,,
,2019,0,,,
,2020,0,,,
,2021,1,,,
,2022,1,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,9,,,
,2010,11,,,
,2011,11,,,
,2012,11,,,
,2013,6,,,
,2017,6,,,
,2018,6,,,
,2019,8,,,
,2020,8,,,
,2021,8,,,
,2022,9,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,6,,,
,2013,7,,,
,2017,8,,,
,2018,10,,,
,2019,10,,,
,2020,10,,,
,2021,10,,,
,2022,10,,,
Turismo rural,,,,,
,2003,6,,,
,2004,5,,,
,2005,5,,,
,2006,5,,,
,2007,5,,,
,2008,5,,,
,2009,5,,,
,2010,5,,,
,2011,5,,,
,2012,5,,,
,2013,5,,,
,2017,5,,,
,2018,5,,,
,2019,5,,,
,2020,5,,,
,2021,5,,,
,2022,5,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,2,,,
,2019,2,,,
,2020,2,,,
,2021,3,,,
,2022,3,,,
2711,Terra Chá,,,,
Hoteis,,,,,
,2003,6,TERRA CHA,2711,
,2004,6,,,
,2005,6,,,
,2006,7,,,
,2007,7,,,
,2008,7,,,
,2009,7,,,
,2010,7,,,
,2011,7,,,
,2012,7,,,
,2013,7,,,
,2017,7,,,
,2018,7,,,
,2019,5,,,
,2020,5,,,
,2021,5,,,
,2022,6,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,32,,,
,2010,32,,,
,2011,32,,,
,2012,32,,,
,2013,31,,,
,2017,28,,,
,2018,27,,,
,2019,28,,,
,2020,28,,,
,2021,26,,,
,2022,27,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,1,,,
,2013,1,,,
,2017,5,,,
,2018,8,,,
,2019,9,,,
,2020,9,,,
,2021,9,,,
,2022,9,,,
Turismo rural,,,,,
,2003,8,,,
,2004,9,,,
,2005,9,,,
,2006,10,,,
,2007,11,,,
,2008,12,,,
,2009,12,,,
,2010,12,,,
,2011,11,,,
,2012,11,,,
,2013,11,,,
,2017,10,,,
,2018,10,,,
,2019,7,,,
,2020,7,,,
,2021,7,,,
,2022,5,,,
Campamentos de turismo,,,,,
,2003,1,,,
,2004,1,,,
,2005,1,,,
,2006,1,,,
,2007,1,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,2,,,
,2007,2,,,
,2008,2,,,
,2009,2,,,
,2010,2,,,
,2011,2,,,
,2012,2,,,
,2013,2,,,
,2017,2,,,
,2018,3,,,
,2019,3,,,
,2020,3,,,
,2021,3,,,
,2022,4,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,2,,,
,2018,3,,,
,2019,3,,,
,2020,3,,,
,2021,3,,,
,2022,2,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,7,,,
,2019,11,,,
,2020,19,,,
,2021,28,,,
,2022,35,,,
27001,Abadín,,,,
Hoteis,,,,,
,2003,0,ABADIN,27001,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,4,,,
,2010,4,,,
,2011,4,,,
,2012,4,,,
,2013,4,,,
,2017,4,,,
,2018,4,,,
,2019,4,,,
,2020,4,,,
,2021,3,,,
,2022,3,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,1,,,
,2018,3,,,
,2019,4,,,
,2020,4,,,
,2021,4,,,
,2022,4,,,
Turismo rural,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,1,,,
,2019,1,,,
,2020,2,,,
,2021,2,,,
,2022,2,,,
27007,Begonte,,,,
Hoteis,,,,,
,2003,0,BERGONTE ,27007,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,3,,,
,2010,3,,,
,2011,3,,,
,2012,3,,,
,2013,3,,,
,2017,3,,,
,2018,3,,,
,2019,3,,,
,2020,3,,,
,2021,4,,,
,2022,4,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Turismo rural,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
27010,Castro de Rei,,,,
Hoteis,,,,,
,2003,0,CASTRO DE REI,27010,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,3,,,
,2010,3,,,
,2011,3,,,
,2012,3,,,
,2013,3,,,
,2017,2,,,
,2018,2,,,
,2019,2,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Turismo rural,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,0,,,
,2019,0,,,
,2020,1,,,
,2021,1,,,
,2022,2,,,
27015,Cospeito,,,,
Hoteis,,,,,
,2003,0,COSPEITO,27015,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Turismo rural,,,,,
,2003,4,,,
,2004,4,,,
,2005,4,,,
,2006,4,,,
,2007,5,,,
,2008,6,,,
,2009,6,,,
,2010,6,,,
,2011,6,,,
,2012,6,,,
,2013,6,,,
,2017,6,,,
,2018,6,,,
,2019,4,,,
,2020,3,,,
,2021,3,,,
,2022,2,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,1,,,
,2007,1,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,1,,,
,2019,1,,,
,2020,3,,,
,2021,4,,,
,2022,5,,,
27022,Guitiriz,,,,
Hoteis,,,,,
,2003,2,GUITIRIZ,27022,
,2004,2,,,
,2005,2,,,
,2006,2,,,
,2007,2,,,
,2008,2,,,
,2009,2,,,
,2010,2,,,
,2011,2,,,
,2012,2,,,
,2013,2,,,
,2017,2,,,
,2018,2,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,8,,,
,2010,8,,,
,2011,8,,,
,2012,8,,,
,2013,7,,,
,2017,7,,,
,2018,6,,,
,2019,6,,,
,2020,6,,,
,2021,4,,,
,2022,5,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Turismo rural,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Campamentos de turismo,,,,,
,2003,1,,,
,2004,1,,,
,2005,1,,,
,2006,1,,,
,2007,1,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,0,,,
,2019,1,,,
,2020,2,,,
,2021,3,,,
,2022,4,,,
27033,Muras,,,,
Hoteis,,,,,
,2003,0,MURAS,27033,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Turismo rural,,,,,
,2003,0,,,
,2004,1,,,
,2005,1,,,
,2006,1,,,
,2007,1,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
27044,"Pastoriza, A",,,,
Hoteis,,,,,
,2003,0,A PASTORIZA,27044,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,2,,,
,2010,2,,,
,2011,2,,,
,2012,2,,,
,2013,2,,,
,2017,2,,,
,2018,2,,,
,2019,2,,,
,2020,2,,,
,2021,2,,,
,2022,2,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Turismo rural,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,1,,,
,2007,1,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
